exhibitor_id,name,booths,hall,description,seeking_funding,funding_amount,investment_stage,revenue,logo_file,featured,tags
001Pp00001W6yUnIAJ,Undugu LLC,60640,M,"Undugu is an Education Startup building an AI Teaching platform around the world’s first electronic abacus Hardware. We fuse real bead movement with adaptive software, tracking, analytics, and gamified lessons to modernize mental math for schools, centers, and homeschoolers worldwide, empowering teachers and parents with clear insights!!",Yes,250;000-2;000;000,Seed,<500;000,001Pp00001W6yUnIAJ.png,,
001Pp00000hCVnKIAW,Unicompany Corporation,50335,X,"Unicompany Co., Ltd. is a people-centered technology company that aims to improve the quality of human life and supplies the best products in various fields such as eco-friendly technology products and infrared cameras. It also provides customized data collection and processing services for companies based on AI and big data technology.",,,,,001Pp00000hCVnKIAW.png,,
001Pp000013qouXIAQ,"Unifive Technology Co., Ltd.",31231,D,"Since 1989, UNIFIVE has delivered high-quality, reliable AC/DC power supplies, including Switching, Open Frame, USB PD/QC, Industrial, and Medical types. With 30+ years of expertise, ISO certifications, and global reach, we design efficient, user-friendly solutions that power diverse industries worldwide.",No,,,,001Pp000013qouXIAQ.jpg,,
00130000008RqlrAAC,Universal Electronics Inc.,53023,X,Universal Electronics Inc. is the global leader in universal wireless control solutions for the home.  UEI brings to life millions of innovative control products each year that focus on a user-centric approach to designing and creating solutions and applications that simplify user interaction with highly complex technologies in the home.,No,,,,00130000008RqlrAAC.png,,
001Pp00000yuqJFIAY,UnoVins Inc.,54000,X,"UnoVins develops and commercializes the UNOCARE platform, which analyzes stress and autonomic nervous system activity using PPG and EEG signals. Our wellness solutions quantify brain and autonomic health, provide intuitive insights, and deliver personalized wellness content for sustainable daily care.",Yes,<250;000,Pre-seed,<500;000,001Pp00000yuqJFIAY.png,,
0014V00002iQ0hMQAS,Urtopia,52362,X,Urtopia develops products and technology to make sustainable lifestyle beneficial for everyone.,No,,,,0014V00002iQ0hMQAS.png,,
001Pp00000nifCwIAI,Ustation Inc.,50123,X,Ustation Inc. is a specialist in developing and manufacturing AIoT medical devices (portable electrocardiographs and blood pressure monitors) and biosensors. We are reinforcing our competitive edge in instrumentation and medical device-linked data platform services.,,,,,001Pp00000nifCwIAI.png,,
0014V00002JIA8NQAX,"UWICOM Co., Ltd.",50523,X,"UWICOM is a healthcare technology company based in South Korea, specializing in developing innovative assistive listening devices to improve communication and quality of life for the elderly. Certified with KC, CE, FCC, and TELEC, and supported by registered patents, our solutions meet international safety and performance standards.",No,,,,0014V00002JIA8NQAX.jpg,,
001Pp00000SswIGIAZ,V3iT Consulting Inc,9575,A,"Since 2001, V3iT has empowered businesses with innovative technology solutions. At CES 2025, we’ll showcase breakthroughs in automation, and efficiency. With expertise in multi-tech solutions, we offer services in IT consulting, cloud computing, cybersecurity, and data analytics to drive growth and transformation.",,,,,001Pp00000SswIGIAZ.png,,
001Pp00000cP2OvIAK,VAMOS Ecosystem,4665,NN,"VAMOS Ecosystem is an innovation cluster that focuses on autonomous mobility in smart spaces. It brings together companies that jointly collaborate, compete, and create solutions based on smart spaces technologies, electrification, and autonomous smart mobility for the global market.",,,,,001Pp00000cP2OvIAK.jpg,,
0014V00002F89hOQAR,velavu,9545,A,"The Velavu ecosystem is a simple, yet powerful experience to oversee your assets, inventory, and processes through customised solutions and exceptionally crafted software and devices. Our devices integrate seamlessly and are designed to track all your assets — whether they're indoors, outdoors, or on the go.",,,,,0014V00002F89hOQAR.jpg,,
001Pp00001ZdjNCIAZ,Velocity IoT,11062,A,"Velocity IoT makes global connectivity simple, scalable, and accessible. Our single-SIM solution delivers local performance, flexible deployment, and real-time control, backed by expert support from first device to full-scale rollout.",No,,,,001Pp00001ZdjNCIAZ.png,,
0014V00002JHvz3QAD,Verizon Business,3069; 3077,NN; NN,"Verizon powers and empowers how its millions of customers live, work and play, delivering on their demand for mobility, reliable network connectivity and security. Headquartered in New York City, serving countries worldwide and nearly all of the Fortune 500, Verizon generated revenues of $134.8 billion in 2024. Verizon’s world-class team",No,,,,0014V00002JHvz3QAD.jpg,,
0013000001KaN5wAAF,"VIA Labs, Inc.",Suite 29-317,J,"VIA Labs is a leading supplier of USB-related controllers. The product portfolio covers a wide range of USB4, SuperSpeed USB, USB-C, and DP video converter product lines. VLI's products suit various applications, from host systems to peripheral devices.",No,,,,0013000001KaN5wAAF.png,,
001Pp00001Mk40DIAR,VISION TECH Corporation,50363,X,"VisionTech is a disaster-safety technology company that prevents electric shock and power outages through leakage current limiting technology, applied across multiple electrical products to enhance safety in various industries.  We have numerous demonstration and supply records with public facilities and government institutions in Korea",Yes,<250;000,Series A,> 1;000;000,001Pp00001Mk40DIAR.png,,
0014V00003OupPYQAZ,Visionary.ai,61701,M,"Listed in the 100 Most Promising AI Startups of 2023, Visionary.ai empowers cameras to capture state-of-the-art video quality in extreme low light and HDR.  The software uses edge AI to deliver results in real-time:  -True Night Vision  -Noise reduction  -Improved object recognition.  Applications: mobile, PC, IoT, drones, security, automotive",,,,,0014V00003OupPYQAZ.png,,
001Pp00001NbqZmIAJ,Vivibit Inc.,60834,M,"VIVIBIT focuses on next-gen edge data infrastructure for global edge computing (explosive data growth). It has full-stack optimization and proprietary tech, solving storage, computing, and transmission bottlenecks.",No,,,,001Pp00001NbqZmIAJ.png,,
0014V00003sqJ4AQAU,Vodafone Group Services Limited,10071,A,"Vodafone IoT is a global leader in managed IoT connectivity services. With over 215 million devices connected across more than 180 countries, we provide businesses with reliable and secure IoT solutions, enabling them to effectively manage, monitor, and operate their IoT devices.",No,,,,0014V00003sqJ4AQAU.png,,
001Pp000003FrLdIAK,"Voyant Photonics, Inc.",4875,NN,"Voyant designs and manufacturers high-performance FMCW LIDAR imaging systems based on silicon photonics for the lowest size, power, and cost.  Our products address both automotive and industrial robotics applications.",,,,,001Pp000003FrLdIAK.png,,
0013000001KYVRVAA5,VPI Technology,10471,A,"VPI Technology is a multi-discipline technology firm, specializing in electronic design services, engineering, prototyping, certification and testing services, and electronics manufacturing. We specialize in wireless design, IoT, embedded technology, consumer electronics, RF/wireless design, medical device design, and military programs.",,,,,0013000001KYVRVAA5.png,,
0014V000028kvGUQAY,VTA +,52132,X,"VTA Plus is a leading company in the design, development, and integration of technological products into Smart Home.    Our international experience allows us to work with distributors, retailers, wholesalers and integrators.    We have more than 20 years of experience developing technological solutions that optimize price and quality.",,,,,0014V000028kvGUQAY.jpg,,
001Pp00000biOnjIAE,VueReal Inc.,50755; Venetian Palazzo Hospitality Suites,X; U,"VueReal is a Canadian technology company pioneering advanced microLED display solutions. Its proprietary MicroSolid Printing™ platform enables high-efficiency, scalable manufacturing of bright, energy-efficient, and versatile displays for automotive, consumer electronics, and AR/VR applications.",Yes,>50;000;000,Series C and beyond,501;000-1;000;000,001Pp00000biOnjIAE.png,,
0013A00001egynbQAA,Vueron Technology,3569,NN,"We are on a mission to make people safer by providing the best LiDAR solution. Based on AI algorithms, Vueron has developed high-performance, stable, and practical LiDAR perception software to identify all objects around the sensor. We believe in making the roads, homes, cities, and countries safer with Vueron's solution.",,,,,0013A00001egynbQAA.png,,
0014V00003Q26kyQAB,VVDN Technologies Pvt. Ltd.,6067,NN,"A global provider of Software, Product Engineering, Electronics Manufacturing, Services and Solutions. We work with global customers in various technology domains including ACC, Networking and Wi-Fi, Vision, Automotive, IoT, Cloud & Apps.",No,,,,0014V00003Q26kyQAB.png,,
001Pp00001NlNWgIAN,WAREMA Renkhoff SE,51242,X,"WAREMA stands for smart sun shading and control systems that cut energy use and CO₂, creating comfortable indoor climates and stylish outdoor spaces.",No,,,,001Pp00001NlNWgIAN.png,,
0013A00001Xq8JQQAZ,Water.io,53423,X,"Water.io transforms hydration through smart packaging and IoT-connected bottles. Our patented technology turns any bottle into a smart hydration companion—tracking intake, reminding users to drink, and syncing with health apps. Powering leading wellness, fitness, and healthcare brands worldwide.",Yes,250;000-2;000;000,Series A,> 1;000;000,0013A00001Xq8JQQAZ.png,,
001Pp00001VgTBLIA3,WATERM,61105,M,"We deliver real-time water intelligence for buildings and industries. With IoT sensors, AI-driven leak detection and the WaterAIM platform, we help organizations monitor every liter, prevent losses, ensure compliance and achieve 20–40% water savings while protecting the resource.",Yes,2;000;001-15;000;000,Series A,> 1;000;000,001Pp00001VgTBLIA3.png,,
0013A00001Xq9PGQAZ,Waymo,4600,NN,"Waymo is an autonomous driving technology company on a mission to be the world’s most trusted driver. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been building the Waymo Driver—The World’s Most Experienced Driver— to improve everyone’s access to mobility while saving thousands of lives lost to traffic crashes",No,,,,0013A00001Xq9PGQAZ.png,,
0013A00001QkJHCQA3,Wearable Devices Ltd.,15650,B,"Wearable Devices Ltd. is an award-winning leader in AI-based wearable gesture control technology. Our Mudra Band and Mudra Link neural wristband consumer products offer cutting-edge neural interface capabilities, enabling seamless, touch-free interaction with digital devices, redefining the future Brain-Computer Interface.",,,,,0013A00001QkJHCQA3.png,,
001Pp00000ksOVtIAM,Weebit Nano Ltd,Venetian Palazzo Hospitality Suites,U,"Weebit Nano is a leading developer and licensor of advanced semiconductor memory technology. Its ground-breaking resistive RAM (ReRAM) is a type of Non-Volatile Memory (NVM) that addresses the need for significantly higher performance and lower power memory solutions in SoCs for AI, IoT, automotive, industrial and other applications.",,,,,001Pp00000ksOVtIAM.png,,
0014V00001ga7UEQAY,WePower Technologies,8425,A,"WePower Technologies is an energy harvesting solutions company for the IoT and IIoT. WePower has developed patented technology and patented energy harvesting generators (EHGs) to produce energy from motion that will enable reliable and large-scale deployment of IoT sensors and devices for industrial, automotive, smart home and more.",,,,,0014V00001ga7UEQAY.png,,
